Composition du train,Type de matériel,Ligne,Tournée,Code de dégradation,Période d'exploitation,Type de Jour,Année civile,Année civile/mois,Année civile/semaine,Année civile/Trim.,Jour calendaire,Jour de la semaine,Mois calendrier,Km voiture
001-000-000,10,Ligne orange,33,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-27,Mercredi,3,72.792
001-000-000,10,Ligne orange,33,PA,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-22,Vendredi,3,1809.018
001-000-000,10,Ligne orange,33,PA,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-27,Mercredi,3,1326.906
001-000-000,10,Ligne orange,34,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-09,Mercredi,1,77.733
001-000-000,10,Ligne orange,34,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-16,Mercredi,1,71.622
001-000-000,10,Ligne orange,34,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,78.768
001-000-000,10,Ligne orange,34,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-29,Vendredi,3,29.277
001-000-000,10,Ligne orange,34,PA,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-09,Mercredi,1,1017.927
001-000-000,10,Ligne orange,34,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-16,Mercredi,1,1016.334
001-000-000,10,Ligne orange,34,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,1016.334
001-000-000,10,Ligne orange,34,PA,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-29,Vendredi,3,447.048
001-000-000,10,Ligne orange,35,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-13,Mercredi,3,70.362
001-000-000,10,Ligne orange,35,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-19,Mardi,3,73.827
001-000-000,10,Ligne orange,35,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-13,Mercredi,3,1015.533
001-000-000,10,Ligne orange,35,PA,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-19,Mardi,3,1015.533
001-000-000,10,Ligne orange,36,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-14,Lundi,1,4.68
001-000-000,10,Ligne orange,36,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-15,Mardi,1,64.998
001-000-000,10,Ligne orange,36,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-21,Jeudi,2,4.68
001-000-000,10,Ligne orange,36,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-22,Vendredi,2,30.555
001-000-000,10,Ligne orange,36,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-15,Mardi,1,4227.408
001-000-000,10,Ligne orange,36,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-22,Vendredi,2,1585.125
001-000-000,10,Ligne orange,37,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,4.671
001-000-000,10,Ligne orange,37,CMC,19J,Semaine,2019,2019-02,201905,2019-1,2019-02-01,Vendredi,2,43.281
001-000-000,10,Ligne orange,37,PA,19J,Semaine,2019,2019-02,201905,2019-1,2019-02-01,Vendredi,2,1284.498
001-000-000,10,Ligne orange,38,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-30,Mercredi,1,234.792
001-000-000,10,Ligne orange,38,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-30,Mercredi,1,812.817
001-000-000,10,Ligne orange,39,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-22,Vendredi,2,259.569
001-000-000,10,Ligne orange,39,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-25,Lundi,3,30.69
001-000-000,10,Ligne orange,39,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-22,Vendredi,2,1590.057
001-000-000,10,Ligne orange,39,PA,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-25,Lundi,3,447.048
001-000-000,10,Ligne orange,40,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-15,Mardi,1,41.697
001-000-000,10,Ligne orange,40,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,92.691
001-000-000,10,Ligne orange,40,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-15,Mardi,1,792.684
001-000-000,10,Ligne orange,40,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,2072.691
001-000-000,10,Ligne orange,42,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-10,Jeudi,1,27.864
001-000-000,10,Ligne orange,42,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-28,Jeudi,2,4.653
001-000-000,10,Ligne orange,42,PA,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-10,Jeudi,1,447.048
001-000-000,10,Ligne orange,42,PA,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-28,Jeudi,2,223.11
001-000-000,10,Ligne orange,43,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-27,Mercredi,2,8.496
001-000-000,10,Ligne orange,43,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-28,Jeudi,2,70.002
001-000-000,10,Ligne orange,43,PA,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-28,Jeudi,2,3742.659
001-000-000,10,Ligne orange,45,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-18,Lundi,3,138.96
001-000-000,10,Ligne orange,45,PA,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-18,Lundi,3,5289.741
001-000-000,10,Ligne orange,46,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-27,Mercredi,2,39.483
001-000-000,10,Ligne orange,46,PA,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-27,Mercredi,2,1544.913
001-000-000,10,Ligne orange,47,CMC,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-04,Vendredi,1,26.316
001-000-000,10,Ligne orange,47,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,21.051
001-000-000,10,Ligne orange,47,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-12,Mardi,2,4.653
001-000-000,10,Ligne orange,47,PA,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-04,Vendredi,1,751.734
001-000-000,10,Ligne orange,47,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,751.734
001-000-000,10,Ligne orange,47,PA,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-12,Mardi,2,710.577
001-000-000,10,Ligne orange,48,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-11,Lundi,2,24.21
001-000-000,10,Ligne orange,48,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-12,Mardi,2,7.2
001-000-000,10,Ligne orange,48,PA,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-11,Lundi,2,751.86
001-000-000,10,Ligne orange,48,PA,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-12,Mardi,2,345.969
001-000-000,10,Ligne orange,49,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-29,Mardi,1,165.096
001-000-000,10,Ligne orange,49,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,53.559
001-000-000,10,Ligne orange,49,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-12,Mardi,2,66.564
001-000-000,10,Ligne orange,49,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-20,Mercredi,3,14.931
001-000-000,10,Ligne orange,49,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-29,Mardi,1,5284.62
001-000-000,10,Ligne orange,49,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,1325.016
001-000-000,10,Ligne orange,49,PA,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-12,Mardi,2,1849.842
001-000-000,10,Ligne orange,49,PA,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-20,Mercredi,3,1457.622
001-000-000,10,Ligne orange,50,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-06,Mercredi,2,0.909
001-000-000,10,Ligne orange,50,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,40.194
001-000-000,10,Ligne orange,50,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,1553.031
001-000-000,10,Ligne orange,51,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,168.624
001-000-000,10,Ligne orange,51,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,309.114
001-000-000,10,Ligne orange,52,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-07,Lundi,1,51.246
001-000-000,10,Ligne orange,52,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-18,Lundi,2,114.462
001-000-000,10,Ligne orange,52,PA,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-07,Lundi,1,1061.811
001-000-000,10,Ligne orange,52,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-18,Lundi,2,4756.347
001-000-000,10,Ligne orange,53,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-18,Lundi,2,58.518
001-000-000,10,Ligne orange,53,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-18,Lundi,2,528.219
001-000-000,10,Ligne orange,54,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,74.016
001-000-000,10,Ligne orange,54,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,1021.122
001-000-000,10,Ligne orange,61,CMC,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-04,Vendredi,1,1.935
001-000-000,10,Ligne orange,61,PA,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-04,Vendredi,1,223.587
001-000-000,10,Ligne orange,66,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-10,Jeudi,1,47.799
001-000-000,10,Ligne orange,66,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-11,Vendredi,1,76.581
001-000-000,10,Ligne orange,66,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-08,Vendredi,2,39.465
001-000-000,10,Ligne orange,66,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-20,Mercredi,2,64.701
001-000-000,10,Ligne orange,66,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-20,Mercredi,3,30.573
001-000-000,10,Ligne orange,68,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-24,Jeudi,1,54.432
001-000-000,10,Ligne orange,69,CMC,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-04,Vendredi,1,9.531
001-000-000,10,Ligne orange,69,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,46.368
001-000-000,10,Ligne orange,69,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-12,Mardi,3,74.331
001-000-000,10,Ligne orange,69,PA,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-04,Vendredi,1,28.179
001-000-000,10,Ligne orange,69,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-12,Mardi,3,1.926
001-000-000,10,Ligne orange,70,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-07,Lundi,1,76.626
001-000-000,10,Ligne orange,70,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-16,Mercredi,1,135.117
001-000-000,10,Ligne orange,71,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-28,Jeudi,2,20.178
001-000-000,10,Ligne orange,71,PA,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-28,Jeudi,2,59.841
001-000-000,10,Ligne orange,72,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-19,Mardi,3,48.897
001-000-000,10,Ligne orange,72,CMC,19J,Dimanche,2019,2019-02,201908,2019-1,2019-02-24,Dimanche,2,273.24
001-000-000,10,Ligne orange,90,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-20,Mercredi,3,84.645
001-000-000,10,Ligne orange,92,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,99.468
001-000-000,10,Ligne bleue,0,CMC,18N,Dimanche,2019,2019-01,201901,2019-1,2019-01-06,Dimanche,1,25.875
001-000-000,10,Ligne bleue,66,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-20,Mercredi,3,22.716
001-000-000,10,Ligne bleue,69,CMC,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-04,Vendredi,1,23.931
001-000-000,10,Ligne bleue,69,CMC,18N,Samedi,2019,2019-01,201901,2019-1,2019-01-05,Samedi,1,24.651
001-000-000,10,Ligne bleue,69,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-07,Lundi,1,23.931
001-000-000,10,Ligne bleue,70,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-07,Lundi,1,1.008
001-000-000,10,Ligne bleue,72,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-19,Mardi,3,22.986
001-000-000,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-07,Lundi,1,0.675
001-000-000,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-16,Mercredi,1,1.176
001-000-000,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-27,Mercredi,2,1.35
001-000-000,73,Ligne verte,0,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-27,Mercredi,3,1.185
001-000-000,73,Ligne verte,0,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-28,Jeudi,3,0.813
001-000-000,73,Ligne verte,15,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-29,Vendredi,3,0.165
001-000-000,73,Ligne verte,71,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-07,Lundi,1,0.3
001-017-000,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-17,Jeudi,1,1.272
001-017-000,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,1.542
001-017-000,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-21,Jeudi,2,0.429
001-017-000,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-22,Vendredi,2,0.429
001-017-014,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-21,Jeudi,2,0.429
001-017-022,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,5.418
001-017-022,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-11,Lundi,2,0.297
001-017-022,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-14,Jeudi,2,1.869
001-017-022,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-15,Vendredi,2,1.671
001-017-022,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-18,Lundi,2,0.204
001-017-022,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-20,Mercredi,2,1.926
001-017-022,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-21,Jeudi,2,0.828
001-017-022,73,Ligne verte,0,CMC,19J,Samedi,2019,2019-02,201907,2019-1,2019-02-16,Samedi,2,1.218
001-017-022,73,Ligne verte,0,CMC,19J,Dimanche,2019,2019-02,201907,2019-1,2019-02-17,Dimanche,2,3.279
001-017-022,73,Ligne verte,1,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-19,Mardi,2,37.221
001-017-022,73,Ligne verte,1,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-19,Mardi,2,439.479
001-017-022,73,Ligne verte,2,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-13,Mercredi,2,16.611
001-017-022,73,Ligne verte,2,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-15,Vendredi,2,18.159
001-017-022,73,Ligne verte,2,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-18,Lundi,2,18.168
001-017-022,73,Ligne verte,2,PA,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-13,Mercredi,2,182.568
001-017-022,73,Ligne verte,2,PA,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-15,Vendredi,2,188.25
001-017-022,73,Ligne verte,2,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-18,Lundi,2,188.25
001-017-022,73,Ligne verte,3,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-13,Mercredi,2,7.905
001-017-022,73,Ligne verte,3,PA,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-13,Mercredi,2,69.372
001-017-022,73,Ligne verte,4,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-12,Mardi,2,33.297
001-017-022,73,Ligne verte,4,PA,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-12,Mardi,2,376.416
001-017-022,73,Ligne verte,5,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-06,Mercredi,2,109.164
001-017-022,73,Ligne verte,5,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-06,Mercredi,2,776.37
001-017-022,73,Ligne verte,8,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-06,Mercredi,2,26.379
001-017-022,73,Ligne verte,8,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-06,Mercredi,2,180.69
001-017-022,73,Ligne verte,9,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-15,Vendredi,2,17.538
001-017-022,73,Ligne verte,9,PA,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-15,Vendredi,2,188.166
001-017-022,73,Ligne verte,12,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-13,Mercredi,2,42.156
001-017-022,73,Ligne verte,12,PA,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-13,Mercredi,2,503.88
001-017-022,73,Ligne verte,13,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-13,Mercredi,2,10.383
001-017-022,73,Ligne verte,13,PA,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-13,Mercredi,2,125.472
001-017-022,73,Ligne verte,19,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-19,Mardi,2,12.213
001-017-022,73,Ligne verte,19,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-19,Mardi,2,125.472
001-017-022,73,Ligne verte,20,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-08,Vendredi,2,36.879
001-017-022,73,Ligne verte,20,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-20,Mercredi,2,41.976
001-017-022,73,Ligne verte,20,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-08,Vendredi,2,412.689
001-017-022,73,Ligne verte,20,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-20,Mercredi,2,501.888
001-017-022,73,Ligne verte,21,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-14,Jeudi,2,23.139
001-017-022,73,Ligne verte,21,PA,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-14,Jeudi,2,250.944
001-017-022,73,Ligne verte,22,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-13,Mercredi,2,13.017
001-017-022,73,Ligne verte,22,PA,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-13,Mercredi,2,125.472
001-017-022,73,Ligne verte,23,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-20,Mercredi,2,42.69
001-017-022,73,Ligne verte,23,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-20,Mercredi,2,502.941
001-017-022,73,Ligne verte,25,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-08,Vendredi,2,23.364
001-017-022,73,Ligne verte,25,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-08,Vendredi,2,278.445
001-017-022,73,Ligne verte,29,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-06,Mercredi,2,18.627
001-017-022,73,Ligne verte,29,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-06,Mercredi,2,119.448
001-017-022,73,Ligne verte,32,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-18,Lundi,2,74.877
001-017-022,73,Ligne verte,32,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-18,Lundi,2,881.232
001-017-022,73,Ligne verte,33,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-12,Mardi,2,87.483
001-017-022,73,Ligne verte,33,PA,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-12,Mardi,2,188.454
001-017-022,73,Ligne verte,34,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-11,Lundi,2,176.187
001-017-022,73,Ligne verte,34,PA,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-11,Lundi,2,1317.702
001-017-022,73,Ligne verte,38,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,32.379
001-017-022,73,Ligne verte,38,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,376.416
001-017-022,73,Ligne verte,40,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-14,Jeudi,2,26.055
001-017-022,73,Ligne verte,40,PA,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-14,Jeudi,2,313.638
001-017-105,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-18,Vendredi,1,5.142
001-017-105,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-21,Lundi,1,1.674
001-017-105,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-24,Jeudi,1,1.674
001-017-105,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,1.671
001-017-105,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,1.191
001-017-105,73,Ligne verte,0,CMC,19J,Dimanche,2019,2019-02,201905,2019-1,2019-02-03,Dimanche,2,0.402
001-017-105,73,Ligne verte,1,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,11.541
001-017-105,73,Ligne verte,1,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,125.472
001-017-105,73,Ligne verte,2,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-22,Mardi,1,18.582
001-017-105,73,Ligne verte,2,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-22,Mardi,1,188.25
001-017-105,73,Ligne verte,3,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-24,Jeudi,1,80.268
001-017-105,73,Ligne verte,3,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-30,Mercredi,1,14.037
001-017-105,73,Ligne verte,3,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,82.194
001-017-105,73,Ligne verte,3,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-24,Jeudi,1,940.998
001-017-105,73,Ligne verte,3,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-30,Mercredi,1,125.472
001-017-105,73,Ligne verte,3,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,597.24
001-017-105,73,Ligne verte,5,CMC,19J,Dimanche,2019,2019-01,201903,2019-1,2019-01-20,Dimanche,1,10.992
001-017-105,73,Ligne verte,5,PA,19J,Dimanche,2019,2019-01,201903,2019-1,2019-01-20,Dimanche,1,125.472
001-017-105,73,Ligne verte,6,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-30,Mercredi,1,42.984
001-017-105,73,Ligne verte,6,CMC,19J,Dimanche,2019,2019-01,201903,2019-1,2019-01-20,Dimanche,1,58.845
001-017-105,73,Ligne verte,6,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-30,Mercredi,1,501.888
001-017-105,73,Ligne verte,6,PA,19J,Dimanche,2019,2019-01,201903,2019-1,2019-01-20,Dimanche,1,690.138
001-017-105,73,Ligne verte,11,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,54.18
001-017-105,73,Ligne verte,11,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,221.28
001-017-105,73,Ligne verte,15,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-21,Lundi,1,23.682
001-017-105,73,Ligne verte,15,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-21,Lundi,1,250.944
001-017-105,73,Ligne verte,20,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,81.582
001-017-105,73,Ligne verte,20,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,26.601
001-017-105,73,Ligne verte,20,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,941.082
001-017-105,73,Ligne verte,20,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,179.214
001-017-105,73,Ligne verte,30,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-21,Lundi,1,49.179
001-017-105,73,Ligne verte,30,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-21,Lundi,1,564.582
001-017-105,73,Ligne verte,32,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,12.735
001-017-105,73,Ligne verte,32,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,133.794
001-017-105,73,Ligne verte,33,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,22.149
001-017-105,73,Ligne verte,33,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,242.622
001-017-105,73,Ligne verte,34,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-29,Mardi,1,154.341
001-017-105,73,Ligne verte,34,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-29,Mardi,1,1004.064
001-017-105,73,Ligne verte,38,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,38.601
001-017-105,73,Ligne verte,38,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,370.392
001-017-105,73,Ligne verte,39,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-18,Vendredi,1,11.778
001-017-105,73,Ligne verte,39,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-18,Vendredi,1,125.472
001-017-105,73,Ligne verte,42,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,81.105
001-017-105,73,Ligne verte,42,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,44.742
001-017-105,73,Ligne verte,42,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,940.998
001-017-105,73,Ligne verte,42,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,298.578
